"Name","Synset State","Custom?","Leaf?","Definition","Parents","Children","Tasks","Direct Categories","Direct Objects","Total Objects","Requiring Task Count"
"bottle__of__lotion.n.01","Ready","True","True","","grocery.n.02,","","make_a_military_care_package-0,                         make_the_ultimate_spa_basket-0,                         unloading_shopping_items-0,","bottle_of_lotion,","1","1","3"
"bottle__of__mayonnaise.n.01","Ready","True","True","","grocery.n.02,","","putting_out_condiments-0,","bottle_of_mayonnaise,","2","2","1"
"bottle__of__medicine.n.01","Ready","True","True","","grocery.n.02,","","make_a_military_care_package-0,","bottle_of_medicine,","8","8","1"
"bottle__of__milk.n.01","Ready","True","True","","grocery.n.02,","","buying_everyday_consumer_goods-0,","bottle_of_milk,","8","8","1"
"bottle__of__mustard.n.01","Ready","True","True","","grocery.n.02,","","putting_out_condiments-0,                         set_up_a_hot_dog_bar-0,","bottle_of_mustard,","2","2","2"
"bottle__of__olive_oil.n.01","Ready","True","True","","grocery.n.02,","","storing_food-0,","bottle_of_olive_oil,","7","7","1"
"bottle__of__orange_juice.n.01","Ready","True","True","","grocery.n.02,","","bag_groceries-0,","bottle_of_orange_juice,","3","3","1"
"bottle__of__peanut_butter.n.01","Ready","True","True","","grocery.n.02,","","buying_groceries-0,                         putting_out_condiments-0,","bottle_of_peanut_butter,","1","1","2"
"bottle__of__perfume.n.01","Ready","True","True","","grocery.n.02,","","cleaning_bedroom-0,                         make_the_ultimate_spa_basket-0,                         prepare_an_emergency_school_kit-0,                         unpacking_suitcase-0,","bottle_of_perfume,","1","1","4"
"bottle__of__rum.n.01","Ready","True","True","","grocery.n.02,","","stock_a_bar-0,","bottle_of_rum,","4","4","1"
"bottle__of__shampoo.n.01","Ready","True","True","","grocery.n.02,","","make_a_military_care_package-0,                         packing_bags_or_suitcase-0,                         packing_grocery_bags_into_car-0,                         tidying_bathroom-0,","bottle_of_shampoo,","4","4","4"
"bottle__of__soda.n.01","Ready","True","True","","grocery.n.02,","","buy_food_for_camping-0,                         returning_consumer_goods-0,                         selling_products_at_flea_market-0,                         stock_grocery_shelves-0,","bottle_of_soda,","2","2","4"
"bottle__of__soup.n.01","Ready","True","True","","grocery.n.02,","","preparing_food_for_a_fundraiser-0,","bottle_of_soup,","1","1","1"
"bottle__of__sunscreen.n.01","Ready","True","True","","grocery.n.02,","","pack_a_beach_bag-0,                         packing_picnic_into_car-0,","bottle_of_sunscreen,","1","1","2"
"bottle__of__supplements.n.01","Ready","True","True","","grocery.n.02,","","buy_natural_supplements-0,","bottle_of_supplements,","2","2","1"
"bottle__of__tequila.n.01","Ready","True","True","","grocery.n.02,","","setup_a_bar_for_a_cocktail_party-0,","bottle_of_tequila,","1","1","1"
"bottle__of__tonic.n.01","Ready","True","True","","grocery.n.02,","","stock_a_bar_cart-0,","bottle_of_tonic,","2","2","1"
"bottle__of__vinegar.n.01","Ready","True","True","","grocery.n.02,","","putting_out_condiments-0,","bottle_of_vinegar,","1","1","1"
"bottle__of__vodka.n.01","Ready","True","True","","grocery.n.02,","","buy_alcohol-0,                         make_a_military_care_package-0,                         setup_a_bar_for_a_cocktail_party-0,                         stock_a_bar-0,                         store_vodka-0,","bottle_of_vodka,","1","1","5"
"bottle__of__whiskey.n.01","Ready","True","True","","grocery.n.02,","","stock_a_bar_cart-0,","bottle_of_whiskey,","9","9","1"
"bottle__of__wine.n.01","Ready","True","True","","grocery.n.02,","","buy_alcohol-0,                         stock_a_bar_cart-0,","bottle_of_wine,","36","36","2"
"bouquet.n.01","Ready","False","True","an arrangement of flowers that is usually given as a present","flower_arrangement.n.01,","","set_a_fancy_table-0,","bouquet,","1","1","1"
"bow.n.08","Ready","False","True","a decorative interlacing of ribbons","decoration.n.01,","","assembling_gift_baskets-0,                         decorating_outside_for_holidays-0,                         decorating_outside_for_parties-0,                         putting_away_Christmas_decorations-0,                         putting_up_Christmas_decorations_inside-0,","bow,","2","2","5"
"bowl.n.01","Ready","False","True","a round vessel that is open at the top; used chiefly for holding food or liquids","vessel.n.03,","","baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         changing_dogs_water-0,                         clean_a_lobster-0,                         clean_clams-0,                         clean_dentures-0,                         clean_eggs-0,                         clean_green_beans-0,                         clean_greens-0,                         clean_jade-0,                       ...","bowl,","44","44","122"
"bowling_ball.n.01","Ready","False","True","a large ball with finger holes used in the sport of bowling","ball.n.01,","","clean_a_bowling_ball-0,                         moving_stuff_to_storage-0,","bowling_ball,","1","1","2"
"box__of__baking_soda.n.01","Ready","True","True","","grocery.n.02,","","store_baking_soda-0,","box_of_baking_soda,","1","1","1"
"box__of__candy.n.01","Ready","True","True","","grocery.n.02,","","cleaning_stuff_out_of_car-0,                         prepare_an_emergency_school_kit-0,                         selling_products_at_flea_market-0,","box_of_candy,","1","1","3"
"box__of__cereal.n.01","Ready","True","True","","grocery.n.02,","","putting_shopping_away-0,","box_of_cereal,","14","14","1"
"box__of__chocolates.n.01","Ready","True","True","","grocery.n.02,","","buy_good_chocolate-0,                         make_a_military_care_package-0,                         make_dinosaur_goody_bags-0,                         selling_products_at_flea_market-0,","box_of_chocolates,","4","4","4"
"box__of__cookies.n.01","Ready","True","True","","grocery.n.02,","","put_together_a_goodie_bag-0,","box_of_cookies,","13","13","1"
"box__of__corn_flakes.n.01","Ready","True","True","","grocery.n.02,","","shopping_at_warehouse_stores-0,                         unloading_groceries-0,","box_of_corn_flakes,","1","1","2"
"box__of__cream.n.01","Ready","True","True","","grocery.n.02,","","setting_table_for_coffee-0,","box_of_cream,","1","1","1"
"box__of__lasagna.n.01","Ready","True","True","","grocery.n.02,","","putting_leftovers_away-0,","box_of_lasagna,","1","1","1"
"box__of__oatmeal.n.01","Ready","True","True","","grocery.n.02,","","storing_food-0,","box_of_oatmeal,","3","3","1"
"boxing_glove.n.01","Ready","False","True","boxing equipment consisting of big and padded coverings for the fists of the fighters; worn for the sport of boxing","boxing_equipment.n.01,","","clean_boxing_gloves-0,","boxing_gloves,","1","1","1"
"bracelet.n.02","Ready","False","True","jewelry worn around the wrist for decoration","jewelry.n.01,","","clean_gold-0,                         polish_gold-0,","bracelet,","1","1","2"
"branch.n.02","Ready","False","True","a division of a stem, or secondary stem arising from the main stem of a plant","stalk.n.02,","","cleaning_up_branches_and_twigs-0,","branch,","1","1","1"
"brass.n.02","Ready","False","False","a wind instrument that consists of a brass tube (usually of variable length) that is blown by means of a cup-shaped or funnel-shaped mouthpiece","wind_instrument.n.01,","cornet.n.01,                         trombone.n.01,","clean_brass-0,","","0","2","1"
"brassiere.n.01","Ready","False","True","an undergarment worn by women to support their breasts","undergarment.n.01,                         woman's_clothing.n.01,","","folding_clothes-0,                         taking_clothes_out_of_the_dryer-0,                         wash_a_bra-0,","bra,","1","1","3"
"bratwurst.n.01","Ready","False","True","a small pork sausage","pork_sausage.n.01,","","buy_meat_from_a_butcher-0,                         can_meat-0,                         cook_sausages-0,                         cooking_breakfast-0,                         prepare_a_filling_breakfast-0,                         preparing_food_for_a_fundraiser-0,","bratwurst,","2","2","6"
"bread_slice.n.01","Ready","True","True","","bread.n.01,","","cooking_lunch-0,                         delivering_groceries_to_doorstep-0,                         make_a_sandwich-0,                         make_toast-0,                         preparing_food_for_a_fundraiser-0,","bread_slice,","2","2","5"
"breadcrumb.n.01","Substance","False","True","crumb of bread; used especially for coating or thickening","crumb.n.03,","","clean_place_mats-0,                         cleaning_kitchen_knives-0,                         cleaning_restaurant_table-0,                         make_a_wiener_schnitzle-0,                         make_chicken_and_waffles-0,                         make_macaroni_and_cheese-0,                         make_meatloaf-0,                         putting_dirty_dishes_in_sink-0,                         rinsing_dishes-0,                         washing_plates-0,","breadcrumb,","3","3","10"
"breakfast_table.n.01","Ready","False","True","a table where breakfast is eaten","table.n.02,","","bottling_wine-0,                         boxing_food_after_dinner-0,                         changing_light_bulbs-0,                         clean_a_air_conditioner-0,                         clean_place_mats-0,                         clean_up_after_a_dinner_party-0,                         cleaning_restaurant_table-0,                         cleaning_up_plates_and_food-0,                         clearing_food_from_table_into_fridge-0,                         clearing_table_after_breakfast-0,                       ...","breakfast_table,","38","38","42"
