Object name,Valid Name,Original category (auto),ID (auto),New Category,Original Synset (auto),New Synset (auto),Duplicate?,Exists in deletion?
pool-xixlzr,1,pool,xixlzr,wading_pool,#N/A,wading_pool.n.01,0,0
pop-bqretx,1,pop,bqretx,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-chwjfu,1,pop,chwjfu,can_of_soda,#N/A,can__of__soda.n.01,0,0
pop-dlqmit,1,pop,dlqmit,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-drqbiy,1,pop,drqbiy,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-exapzb,1,pop,exapzb,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-ghxeqz,1,pop,ghxeqz,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-haoywb,1,pop,haoywb,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-hjrwqb,1,pop,hjrwqb,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-iloapr,1,pop,iloapr,can_of_soda,#N/A,can__of__soda.n.01,0,0
pop-jnoksl,1,pop,jnoksl,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-kviogj,1,pop,kviogj,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-mdznsn,1,pop,mdznsn,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-mhzttm,1,pop,mhzttm,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-mrrozu,1,pop,mrrozu,can_of_soda,#N/A,can__of__soda.n.01,0,0
pop-msmlud,1,pop,msmlud,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-nepfjl,1,pop,nepfjl,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-nyupqh,1,pop,nyupqh,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-oeipjl,1,pop,oeipjl,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-oghrnk,1,pop,oghrnk,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-pfjzkn,1,pop,pfjzkn,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-pvabxf,1,pop,pvabxf,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-pyrics,1,pop,pyrics,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-rhclfg,1,pop,rhclfg,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-ribekf,1,pop,ribekf,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-sevoto,1,pop,sevoto,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-ubazru,1,pop,ubazru,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-uwmchl,1,pop,uwmchl,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-uzbpnw,1,pop,uzbpnw,can_of_soda,#N/A,can__of__soda.n.01,0,0
pop-vfjhav,1,pop,vfjhav,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-vszbvb,1,pop,vszbvb,can_of_soda,#N/A,can__of__soda.n.01,0,0
pop-wmqhul,1,pop,wmqhul,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-wrgmdt,1,pop,wrgmdt,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-xlyult,1,pop,xlyult,can_of_soda,#N/A,can__of__soda.n.01,0,0
pop-xoldze,1,pop,xoldze,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
pop-zxambx,1,pop,zxambx,bottle_of_pop,#N/A,bottle__of__pop.n.01,0,0
poppy_seed-xdtrgi,1,poppy_seed,xdtrgi,bottle_of_poppy_seeds,#N/A,bottle__of__poppy_seeds.n.01,0,0
postage_stamps-biqmtn,1,postage_stamps,biqmtn,postage_stamp,#N/A,postage.n.02,0,0
postage_stamps-yszkpy,1,postage_stamps,yszkpy,postage_stamp,#N/A,postage.n.02,0,0
pot_plan-cqqyzp,1,pot_plan,cqqyzp,pot_plant,#N/A,pot_plant.n.01,0,0
pot-jpvcjv,1,pot,jpvcjv,bowl,#N/A,bowl.n.01,0,0
poultry_seasoning-vqwqqv,1,poultry_seasoning,vqwqqv,bottle_of_seasoning,#N/A,bottle__of__seasoning.n.01,0,0
powder_bottle-vfabau,1,powder_bottle,vfabau,bottle_of_powder,#N/A,bottle__of__powder.n.01,0,0
protein_powder-rikjwx,1,protein_powder,rikjwx,pack_of_protein_powder,#N/A,pack__of__protein_powder.n.01,0,0
protein_powder-tpcsve,1,protein_powder,tpcsve,pack_of_protein_powder,#N/A,pack__of__protein_powder.n.01,0,0
protein_powder-ysgesq,1,protein_powder,ysgesq,bottle_of_protein_powder,#N/A,bottle__of__protein_powder.n.01,0,0
pumpkin_pie_spice-oindrv,1,pumpkin_pie_spice,oindrv,bottle_of_pumpkin_pie_spice,pumpkin_pie_spice.n.01,bottle__of__pumpkin_pie_spice.n.01,0,0
puree-raagvm,1,puree,raagvm,jar_of_puree,#N/A,jar__of__puree.n.01,0,0
purse-pxvcyu,1,purse,pxvcyu,shoulder_bag,#N/A,shoulder_bag.n.01,0,0
puzzle_piece-jcafwy,1,puzzle_piece,jcafwy,jigsaw_puzzle_piece,#N/A,jigsaw_puzzle_piece.n.01,0,0
puzzle_piece-moneds,1,puzzle_piece,moneds,jigsaw_puzzle_piece,#N/A,jigsaw_puzzle_piece.n.01,0,0
puzzle_piece-ppikln,1,puzzle_piece,ppikln,jigsaw_puzzle_piece,#N/A,jigsaw_puzzle_piece.n.01,0,0
puzzle-antykn,1,puzzle,antykn,jigsaw_puzzle,#N/A,jigsaw_puzzle.n.01,0,0
pvc_pipe-szrjmz,1,pvc_pipe,szrjmz,pipe,#N/A,pipe.n.02,0,0
rack-spdrzb,1,rack,spdrzb,shoe_rack,#N/A,shoe_rack.n.01,0,0
racket-rmvafy,1,racket,rmvafy,tennis_racket,#N/A,tennis_racket.n.01,0,0
rainboot-zzwsnw,1,rainboot,zzwsnw,rubber_boot,#N/A,rubber_boot.n.01,0,0
raisins_pile-gihwbe,1,raisins_pile,gihwbe,heap_of_raisins,#N/A,heap__of__raisins.n.01,0,0
ribbon-puwdwq,1,ribbon,puwdwq,bow,ribbon.n.01,bow.n.08,0,0
rice-feerye,1,rice,feerye,bag_of_rice,#N/A,bag__of__rice.n.01,0,0
right_bookend-detqsw,1,right_bookend,detqsw,bookend,#N/A,bookend.n.01,0,0
right_bookend-eyddem,1,right_bookend,eyddem,bookend,#N/A,bookend.n.01,0,0
right_bookend-rwvcah,1,right_bookend,rwvcah,bookend,#N/A,bookend.n.01,0,0
right_bookend-sgiryo,1,right_bookend,sgiryo,bookend,#N/A,bookend.n.01,0,0
right_bookend-xqyxrq,1,right_bookend,xqyxrq,bookend,#N/A,bookend.n.01,0,0
roast_beaf_slice-cpdfcf,1,roast_beaf_slice,cpdfcf,sliced_roast_beef,#N/A,sliced__roast_beef.n.01,0,0
rock-whsafp,1,rock,whsafp,boulder,#N/A,boulder.n.01,0,0
roller-jcqwrt,1,roller,jcqwrt,paint_roller,#N/A,paint_roller.n.01,0,0
roller-nbwihe,1,roller,nbwihe,paint_roller,#N/A,paint_roller.n.01,0,0
roofs-jqqtaq,1,roofs,jqqtaq,roof,#N/A,roof.n.01,0,0
router-dsgtpk,1,router,dsgtpk,boxed_router,router.n.02,boxed__router.n.01,0,0
rug-sehjcp,1,rug,sehjcp,carpet,#N/A,rug.n.01,0,0
rum-bnvoux,1,rum,bnvoux,bottle_of_rum,#N/A,bottle__of__rum.n.01,0,0
rum-oidmvy,1,rum,oidmvy,bottle_of_rum,#N/A,bottle__of__rum.n.01,0,0
rum-xdaefn,1,rum,xdaefn,bottle_of_rum,#N/A,bottle__of__rum.n.01,0,0
sage-bterim,1,sage,bterim,bottle_of_sage,sage.n.02,bottle__of__sage.n.01,0,0
salsa-dvxotd,1,salsa,dvxotd,bottle_of_salsa,#N/A,bottle__of__salsa.n.01,0,0
salsa-mavope,1,salsa,mavope,bottle_of_salsa,#N/A,bottle__of__salsa.n.01,0,0
salsa-nafwlf,1,salsa,nafwlf,bottle_of_salsa,#N/A,bottle__of__salsa.n.01,0,0
salt-iomwtn,1,salt,iomwtn,salt_shaker,salt.n.02,salt__shaker.n.01,0,0
sandwich-ablfyd,1,sandwich,ablfyd,club_sandwich,#N/A,club_sandwich.n.01,0,0
sanitizer-faedff,1,sanitizer,faedff,bottle_of_disinfectant,#N/A,bottle__of__disinfectant.n.01,0,0
sanitizer-ucqzck,1,sanitizer,ucqzck,bottle_of_disinfectant,#N/A,bottle__of__disinfectant.n.01,0,0
sausage-qijvmi,1,sausage,qijvmi,hotdog_frank,#N/A,frank.n.02,0,0
saw-laysom,1,saw,laysom,ripsaw,#N/A,ripsaw.n.01,0,0
scissors-hqfure,1,scissors,hqfure,shears,#N/A,shears.n.01,0,1
scissors-iizidc,1,scissors,iizidc,shears,#N/A,shears.n.01,0,0
portrait-wrtqik,1,portrait,wrtqik,statue,portrait.n.02,statue.n.01,0,0
seafood-nmgedh,1,seafood,nmgedh,octopus,#N/A,octopus.n.01,0,0
sealant-nfqpwi,1,sealant,nfqpwi,bottle_of_sealant,#N/A,bottle__of__sealant.n.01,0,0
sesame_oil-jipawg,1,sesame_oil,jipawg,bottle_of_sesame_oil,#N/A,bottle__of__sesame_oil.n.01,0,0
sesame_seeds-lzndie,1,sesame_seeds,lzndie,bottle_of_sesame_seeds,#N/A,bottle__of__sesame_seeds.n.01,0,0
shampoo-bclpiq,1,shampoo,bclpiq,box_of_shampoo,#N/A,box__of__shampoo.n.01,0,0
shampoo-dvrzmy,1,shampoo,dvrzmy,bottle_of_shampoo,#N/A,bottle__of__shampoo.n.01,0,0
shampoo-hlkpwd,1,shampoo,hlkpwd,bottle_of_shampoo,#N/A,bottle__of__shampoo.n.01,0,0
shampoo-jccyom,1,shampoo,jccyom,box_of_shampoo,#N/A,box__of__shampoo.n.01,0,0
shampoo-kkbhzw,1,shampoo,kkbhzw,shampoo_dispenser,#N/A,shampoo__dispenser.n.01,0,0
shampoo-nijidu,1,shampoo,nijidu,box_of_shampoo,#N/A,box__of__shampoo.n.01,0,0
shampoo-tzghev,1,shampoo,tzghev,box_of_shampoo,#N/A,box__of__shampoo.n.01,0,0
shirt-fmapwe,1,shirt,fmapwe,dress_shirt,#N/A,dress_shirt.n.01,0,0
shoes-jbuius,1,shoes,jbuius,slingback,#N/A,slingback.n.01,0,0
shoe-uewtgk,1,shoe,uewtgk,walker,#N/A,walker.n.04,0,0
shower-aktzdp,1,shower,aktzdp,shower_stall,shower.n.01,shower_stall.n.01,0,0
shower-atiuco,1,shower,atiuco,shower_stall,shower.n.01,shower_stall.n.01,0,0
shower-invgma,1,shower,invgma,shower_stall,shower.n.01,shower_stall.n.01,0,0
shrub-hqlggp,1,shrub,hqlggp,bush,#N/A,scrub.n.01,0,0
skillet-hzspwg,1,skillet,hzspwg,frying_pan,#N/A,frying_pan.n.01,0,0
slotted_spoon-ucrzlb,1,slotted_spoon,ucrzlb,sieve,#N/A,sieve.n.01,0,0
slow_cooker-lkbvad,1,slow_cooker,lkbvad,instant_pot,#N/A,crock_pot.n.01,0,0
soap-ozifwa,1,soap,ozifwa,bar_soap,#N/A,bar_soap.n.01,0,0
sour_cream-pmawft,1,sour_cream,pmawft,bottle_of_sour_cream,#N/A,bottle__of__sour_cream.n.01,0,0
soy_milk-lyxwhd,1,soy_milk,lyxwhd,bottle_of_soy_milk,#N/A,bottle__of__soy_milk.n.01,0,0
soy_sauce-afxisg,1,soy_sauce,afxisg,bottle_of_soy_sauce,#N/A,bottle__of__soy_sauce.n.01,0,0
spaghetti_sauce-zahyds,1,spaghetti_sauce,zahyds,jar_of_spaghetti_sauce,#N/A,jar__of__spaghetti_sauce.n.01,0,0
spoon-aeubta,1,spoon,aeubta,wooden_spoon,#N/A,wooden_spoon.n.02,0,0
spoon-gpiftn,1,spoon,gpiftn,wooden_spoon,#N/A,wooden_spoon.n.02,0,0
spoon-huudhe,1,spoon,huudhe,tablespoon,#N/A,tablespoon.n.02,0,0
spoon-kwyoqh,1,spoon,kwyoqh,pasta_server,#N/A,server.n.04,0,0
spoon-mgdfcz,1,spoon,mgdfcz,teaspoon,#N/A,teaspoon.n.02,0,0
spoon-mwzxal,1,spoon,mwzxal,tablespoon,#N/A,tablespoon.n.02,0,0
spoon-nxddfp,1,spoon,nxddfp,teaspoon,#N/A,teaspoon.n.02,0,0
spoon-piqabk,1,spoon,piqabk,teaspoon,#N/A,teaspoon.n.02,0,0
spoon-pltxjb,1,spoon,pltxjb,tablespoon,#N/A,tablespoon.n.02,0,0
spoon-prbhag,1,spoon,prbhag,teaspoon,#N/A,teaspoon.n.02,0,0
spoon-pxwpuw,1,spoon,pxwpuw,spatula,#N/A,spatula.n.01,0,0
spoon-qdepdj,1,spoon,qdepdj,teaspoon,#N/A,teaspoon.n.02,0,0
spoon-yxxfdj,1,spoon,yxxfdj,tablespoon,#N/A,tablespoon.n.02,0,0
spray_paint-volzrj,1,spray_paint,volzrj,bottle_of_paint,spray_paint.n.01,bottle__of__paint.n.01,0,0
squash-swehmg,1,squash,swehmg,butternut_squash,#N/A,butternut_squash.n.02,0,0
sriracha-gnklax,1,sriracha,gnklax,bottle_of_sriracha,#N/A,bottle__of__sriracha.n.01,0,0
stand-kanola,1,stand,kanola,nightstand,stand.n.04,stand.n.04,0,0
stand-ljtrka,1,stand,ljtrka,nightstand,stand.n.04,stand.n.04,0,0
starch-npegpl,1,starch,npegpl,bag_of_starch,#N/A,bag__of__starch.n.01,0,0
stool-miftfy,1,stool,miftfy,ottoman,#N/A,footstool.n.01,0,0
stool-vzzmir,1,stool,vzzmir,taboret,#N/A,taboret.n.01,0,0
stool-xcmniq,1,stool,xcmniq,ottoman,#N/A,footstool.n.01,0,0
stool-ycfbsd,1,stool,ycfbsd,ottoman,#N/A,footstool.n.01,0,0
stripping_solution-gsafbo,1,stripping_solution,gsafbo,bottle_of_solvent,#N/A,bottle__of__solvent.n.01,0,0
succulent-eijdyn,1,succulent,eijdyn,echeveria_elegans,#N/A,echeveria_elegans.n.01,0,0
sugar_jar-bholak,1,sugar_jar,bholak,jar_of_sugar,#N/A,jar__of__sugar.n.01,0,0
sugar_jar-rfzqei,1,sugar_jar,rfzqei,jar_of_sugar,#N/A,jar__of__sugar.n.01,0,0
sugar-xqhxqy,1,sugar,xqhxqy,sugar_cube,#N/A,lump_sugar.n.01,0,0
sunglass-nxfifs,1,sunglass,nxfifs,sunglasses,#N/A,sunglasses.n.02,0,0
sunglass-wdxiwf,1,sunglass,wdxiwf,sunglasses,#N/A,sunglasses.n.02,0,0
sunscreen-prlrwi,1,sunscreen,prlrwi,bottle_of_sunscreen,#N/A,bottle__of__sunscreen.n.01,0,0
supplements-oqakev,1,supplements,oqakev,bottle_of_supplements,#N/A,bottle__of__supplements.n.01,0,0
sweater-ekcjci,1,sweater,ekcjci,crewneck_sweater,#N/A,#N/A,0,0
sweater-eknmzl,1,sweater,eknmzl,crewneck_sweater,#N/A,#N/A,0,0
sweet_almond_oil-nlokfa,1,sweet_almond_oil,nlokfa,bottle_of_almond_oil,#N/A,bottle__of__almond_oil.n.01,0,0
swimsuit-rygqoc,1,swimsuit,rygqoc,maillot,#N/A,maillot.n.01,0,0
take_out_box-bvcopi,1,take_out_box,bvcopi,box_of_takeout,#N/A,box__of__takeout.n.01,0,0
cellulose_tape-budhaz,1,cellulose_tape,budhaz,cellulose_tape_dispenser,cellulose_tape.n.01,cellulose_tape_dispenser.n.01,0,0
cellulose_tape-fetnry,1,cellulose_tape,fetnry,cellulose_tape_dispenser,cellulose_tape.n.01,cellulose_tape_dispenser.n.01,0,0
tape-gchdhk,1,tape,gchdhk,cellulose_tape,#N/A,cellulose_tape.n.01,0,0
tape-sklkyc,1,tape,sklkyc,cellulose_tape,#N/A,cellulose_tape.n.01,0,0
tape-vpgzne,1,tape,vpgzne,masking_tape,#N/A,masking_tape.n.01,0,0
cellulose_tape-yyekns,1,cellulose_tape,yyekns,cellulose_tape_dispenser,cellulose_tape.n.01,cellulose_tape_dispenser.n.01,0,0
tart-borxmv,1,tart,borxmv,quiche,#N/A,quiche.n.02,0,0
tart-dxluyi,1,tart,dxluyi,cheese_tart,#N/A,cheese_tart.n.01,0,0
tart-ewlvxw,1,tart,ewlvxw,tartlet,#N/A,tartlet.n.01,0,0
tart-pyynjg,1,tart,pyynjg,cheese_tart,#N/A,cheese_tart.n.01,0,0
tart-rnsdha,1,tart,rnsdha,cheese_tart,#N/A,cheese_tart.n.01,0,0
tart-zvoeav,1,tart,zvoeav,tartlet,#N/A,tartlet.n.01,0,0
tea_leaf-pfbtus,1,tea_leaf,pfbtus,bottle_of_tea_leaves,#N/A,bottle__of__tea_leaves.n.01,0,0
tequilla-gbozpr,1,tequilla,gbozpr,bottle_of_tequila,#N/A,bottle__of__tequila.n.01,0,0
thermometer-bpnigg,1,thermometer,bpnigg,digital_thermometer,#N/A,self-registering_thermometer.n.01,0,0
thread-obnsix,1,thread,obnsix,cotton_thread,#N/A,cotton.n.04,0,0
tomato-altlfz,1,tomato,altlfz,beefsteak_tomato,#N/A,beefsteak_tomato.n.01,0,0
tomato-bgcdjr,1,tomato,bgcdjr,sliced_tomato,#N/A,sliced__tomato.n.01,0,0
tomato-eevvzv,1,tomato,eevvzv,beefsteak_tomato,#N/A,beefsteak_tomato.n.01,0,0
tomato-qjpofs,1,tomato,qjpofs,sliced_tomato,#N/A,sliced__tomato.n.01,0,0
tomato-whfsoo,1,tomato,whfsoo,sliced_tomato,#N/A,sliced__tomato.n.01,0,0
tomato-wjreyv,1,tomato,wjreyv,half_beefsteak_tomato,#N/A,half__beefsteak_tomato.n.01,0,0
toothpaste-vsclsj,1,toothpaste,vsclsj,tube_of_toothpaste,#N/A,tube__of__toothpaste.n.01,0,0
toy-acymin,1,toy,acymin,toy_figure,#N/A,toy_figure.n.01,0,0
toy-aihmqy,1,toy,aihmqy,toy_figure,#N/A,toy_figure.n.01,0,0
toy-cobfpg,1,toy,cobfpg,toy_figure,#N/A,toy_figure.n.01,0,0
toy-cqeowc,1,toy,cqeowc,toy_figure,#N/A,toy_figure.n.01,0,0
toy-ecvxmu,1,toy,ecvxmu,teddy_bear,#N/A,teddy.n.01,0,0
toy-fnueyn,1,toy,fnueyn,toy_figure,#N/A,toy_figure.n.01,0,0
toy-gdekzd,1,toy,gdekzd,toy_figure,#N/A,toy_figure.n.01,0,0
toy-gnofgv,1,toy,gnofgv,toy_figure,#N/A,toy_figure.n.01,0,0
toy-gqspnb,1,toy,gqspnb,toy_figure,#N/A,toy_figure.n.01,0,0
toy-gyrsew,1,toy,gyrsew,toy_figure,#N/A,toy_figure.n.01,0,0
toy-issvzv,1,toy,issvzv,toy_figure,#N/A,toy_figure.n.01,0,0
toy-jddrck,1,toy,jddrck,toy_figure,#N/A,toy_figure.n.01,0,0
toy-jwjrza,1,toy,jwjrza,toy_figure,#N/A,toy_figure.n.01,0,0
toy-krmxjk,1,toy,krmxjk,toy_figure,#N/A,toy_figure.n.01,0,0
toy-lfxygp,1,toy,lfxygp,toy_figure,#N/A,toy_figure.n.01,0,0
toy-nncqfn,1,toy,nncqfn,toy_figure,#N/A,toy_figure.n.01,0,0
toy-orunry,1,toy,orunry,toy_figure,#N/A,toy_figure.n.01,0,0
toy-tjchdg,1,toy,tjchdg,toy_figure,#N/A,toy_figure.n.01,0,0
toy-txgpxx,1,toy,txgpxx,toy_figure,#N/A,toy_figure.n.01,0,0
toy-vcmcoi,1,toy,vcmcoi,toy_figure,#N/A,toy_figure.n.01,0,0
toy-wvpqbf,1,toy,wvpqbf,toy_figure,#N/A,toy_figure.n.01,0,0
toy-zuntus,1,toy,zuntus,toy_figure,#N/A,toy_figure.n.01,0,0
trail_mix-pkwgid,1,trail_mix,pkwgid,bag_of_snacks,#N/A,bag__of__snacks.n.01,0,0
tripod-hnpofr,1,tripod,hnpofr,camera_tripod,#N/A,camera_tripod.n.01,0,0
truck-oxbgfh,1,truck,oxbgfh,lorry,#N/A,lorry.n.02,0,0
turnip-nnvlrd,1,turnip,nnvlrd,white_turnip,#N/A,white_turnip.n.02,0,0
underwear-uwzqxm,1,underwear,uwzqxm,boxers,#N/A,drawers.n.01,0,0
vegetable_oil-ueanhf,1,vegetable_oil,ueanhf,bottle_of_oil,#N/A,bottle__of__oil.n.01,0,0
vinegar-snzyfk,1,vinegar,snzyfk,bottle_of_vinegar,#N/A,bottle__of__vinegar.n.01,0,0
vitamin-kgreql,1,vitamin,kgreql,bottle_of_supplements,#N/A,bottle__of__supplements.n.01,0,0
vodka_bottle-nwegts,1,vodka_bottle,nwegts,bottle_of_vodka,vodka__bottle.n.01,bottle__of__vodka.n.01,0,0
water_bottle-emquat,1,water_bottle,emquat,bottle_of_water,water_bottle.n.01,bottle__of__water.n.01,0,0
half_watermelon-zgmaqe,1,half_watermelon,zgmaqe,sliced_watermelon,half__watermelon.n.01,sliced__watermelon.n.01,0,0
wax-gbaons,1,wax,gbaons,dip_candle,#N/A,dip.n.07,0,0
wind_chimes-tghelo,1,wind_chimes,tghelo,wind_chime,#N/A,wind_chime.n.01,0,0
wine_bottle-fzuiwy,1,wine_bottle,fzuiwy,bottle_of_wine,wine_bottle.n.01,bottle__of__wine.n.01,0,0
wine_bottle-hnkiog,1,wine_bottle,hnkiog,bottle_of_wine,wine_bottle.n.01,bottle__of__wine.n.01,0,0
wine_bottle-vecadn,1,wine_bottle,vecadn,bottle_of_wine,wine_bottle.n.01,bottle__of__wine.n.01,0,0
wipes-mdcnha,1,wipes,mdcnha,paper_towel,#N/A,paper_towel.n.01,0,0
wrapped_gift-wpmksn,1,wrapped_gift,wpmksn,gift_box,#N/A,gift_box.n.01,0,0
wrench-klnawb,1,wrench,klnawb,open_end_wrench,#N/A,open-end_wrench.n.01,0,0
yeast-ibvtik,1,yeast,ibvtik,bag_of_yeast,yeast.n.01,bag__of__yeast.n.01,0,0
yogurt-kihdsj,1,yogurt,kihdsj,cup_of_yogurt,#N/A,cup__of__yogurt.n.01,0,0
air_freshner-vxtgpy,1,air_freshner,vxtgpy,air_freshener_atomizer,#N/A,air_freshener__atomizer.n.01,0,0
wallnut-fbswir,1,wallnut,fbswir,walnut,#N/A,walnut.n.01,0,0
alarm-dkwmmf,1,alarm,dkwmmf,fire_alarm,#N/A,fire_alarm.n.02,0,0
lawnmower-hrebgj,1,lawnmower,hrebgj,lawn_mower,#N/A,lawn_mower.n.01,0,0
garden_glove-gjdier,1,garden_glove,gjdier,rubber_glove,#N/A,rubber_glove.n.01,0,0
garden_glove-jkdfea,1,garden_glove,jkdfea,rubber_glove,#N/A,rubber_glove.n.01,0,0
burlap-hlqrxm,1,burlap,hlqrxm,burlap_bag,#N/A,gunnysack.n.01,0,0
fish-qofuoa,1,fish,qofuoa,trout,#N/A,trout.n.01,0,0
eyeshadow-zgervc,1,eyeshadow,zgervc,case_of_eyeshadow,#N/A,case__of__eyeshadow.n.01,0,0
beeswax-nhdnje,1,beeswax,nhdnje,beeswax_candle,#N/A,beeswax_candle.n.01,0,0
beeswax-nxewyk,1,beeswax,nxewyk,beeswax_candle,#N/A,beeswax_candle.n.01,0,0
beeswax-oimgmh,1,beeswax,oimgmh,beeswax_candle,#N/A,beeswax_candle.n.01,0,0
beeswax-ouzkdj,1,beeswax,ouzkdj,beeswax_candle,#N/A,beeswax_candle.n.01,0,0
beeswax-pfewit,1,beeswax,pfewit,beeswax_candle,#N/A,beeswax_candle.n.01,0,0
parmesan_cheese-gkaitc,1,parmesan_cheese,gkaitc,feta,#N/A,feta.n.01,0,0
parmesan_cheese-imjclo,1,parmesan_cheese,imjclo,feta,#N/A,feta.n.01,0,0
parmesan_cheese-qqnhke,1,parmesan_cheese,qqnhke,feta,#N/A,feta.n.01,0,0
parmesan_cheese-yvqmnt,1,parmesan_cheese,yvqmnt,feta,#N/A,feta.n.01,0,0
protein_powder-rbvrrp,1,protein_powder,rbvrrp,bottle_of_protein_powder,#N/A,bottle__of__protein_powder.n.01,0,0
body_scrub-uudvib,1,body_scrub,uudvib,loofah,#N/A,loofa.n.01,0,0
heater-arfdpk,1,heater,arfdpk,radiator,#N/A,radiator.n.02,0,0
heater-dwmloz,1,heater,dwmloz,radiator,#N/A,radiator.n.02,0,0
heater-wntwxx,1,heater,wntwxx,radiator,#N/A,radiator.n.02,0,0
boot-wsjpfi,1,boot,wsjpfi,rubber_boot,#N/A,rubber_boot.n.01,0,0
aluminium_foil-lhwgty,1,aluminium_foil,lhwgty,box_of_aluminium_foil,#N/A,box__of__aluminium_foil.n.01,0,0
trash_can-nuoypc,1,trash_can,nuoypc,recycling_bin,ashcan.n.01,recycling_bin.n.01,0,0
bottle-ackxiy,1,bottle,ackxiy,water_bottle,#N/A,water_bottle.n.01,0,0
bottle-hmzafz,1,bottle,hmzafz,round_bottom_flask,#N/A,round-bottom_flask.n.01,0,0
bottle-uaijua,1,bottle,uaijua,reagent_bottle,#N/A,carboy.n.01,0,0
bread-ypbyek,1,bread,ypbyek,baguette,#N/A,baguet.n.01,0,0
bread-pjzkeh,1,bread,pjzkeh,baguette,#N/A,baguet.n.01,0,0
bread-znibqw,1,bread,znibqw,sourdough,#N/A,sour_bread.n.01,0,0
bread-jgydml,1,bread,jgydml,sourdough,#N/A,sour_bread.n.01,0,0
box-kvithq,1,box,kvithq,toy_box,#N/A,toy_box.n.01,0,0
box-uvhflb,1,box,uvhflb,toy_box,#N/A,toy_box.n.01,0,0
jar-gcyvrx,1,jar,gcyvrx,ink_bottle,#N/A,ink__bottle.n.01,0,0
armchair-hgunnf,1,armchair,hgunnf,straight_chair,armchair.n.01,straight_chair.n.01,0,0
armchair-uofiqj,1,armchair,uofiqj,straight_chair,armchair.n.01,straight_chair.n.01,0,0
armchair-zdhnyg,1,armchair,zdhnyg,straight_chair,armchair.n.01,straight_chair.n.01,0,0
stove-mdanhg,1,stove,mdanhg,burner,stove.n.01,stove.n.01,0,0
pack_of_ramen-levwda,1,pack_of_ramen,levwda,box_of_cookies,pack__of__ramen.n.01,box__of__cookies.n.01,0,0
briefcase-ppzjuj,1,briefcase,ppzjuj,satchel,briefcase.n.01,satchel.n.01,0,0
armchair-hicyww,1,armchair,hicyww,straight_chair,armchair.n.01,straight_chair.n.01,0,0
armchair-jdtdpa,1,armchair,jdtdpa,straight_chair,armchair.n.01,straight_chair.n.01,0,0
armchair-ukuwuu,1,armchair,ukuwuu,straight_chair,armchair.n.01,straight_chair.n.01,0,0
armchair-rihcpx,1,armchair,rihcpx,straight_chair,armchair.n.01,straight_chair.n.01,0,0
picture_frame-pblkaf,1,picture_frame,pblkaf,picture,picture_frame.n.01,photograph.n.01,0,0
shoulder_bag-psvdau,1,shoulder_bag,psvdau,briefcase,shoulder_bag.n.01,briefcase.n.01,0,0
shoulder_bag-uquevd,1,shoulder_bag,uquevd,briefcase,shoulder_bag.n.01,briefcase.n.01,0,0
shoulder_bag-wymodw,1,shoulder_bag,wymodw,briefcase,shoulder_bag.n.01,briefcase.n.01,0,0
soup_ladle-rfrzjn,1,soup_ladle,rfrzjn,wooden_spoon,soup_ladle.n.01,wooden_spoon.n.02,0,0
soup_ladle-ybytvw,1,soup_ladle,ybytvw,wooden_spoon,soup_ladle.n.01,wooden_spoon.n.02,0,0
stove-mjvqii,1,stove,mjvqii,burner,stove.n.01,stove.n.01,0,0
pot_plant-kfdaui,1,pot_plant,kfdaui,reed_diffuser,pot_plant.n.01,reed_diffuser.n.01,0,0
magazine-mtveio,1,magazine,mtveio,notebook,magazine.n.02,notebook.n.01,0,0
